,0
931,b'CreateColorSpaceW'
932,b'CreateCompatibleBitmap'
933,b'CreateCompatibleDC'
934,b'CreateCursor'
935,b'CreateDCA'
936,b'CreateDCW'
937,b'CreateDIBPatternBrush'
938,b'CreateDIBPatternBrushPt'
939,b'CreateDIBSection'
940,b'CreateDIBitmap'
941,b'CreateDXGIFactory'
942,b'CreateDataAdviseHolder'
943,b'CreateDesktopA'
944,b'CreateDesktopW'
945,b'CreateDialogIndirectParamA'
946,b'CreateDialogIndirectParamW'
947,b'CreateDialogParamA'
948,b'CreateDialogParamW'
949,b'CreateDirectoryA'
950,b'CreateDirectoryExA'
951,b'CreateDirectoryW'
952,b'CreateDiscardableBitmap'
953,b'CreateDispTypeInfo'
954,b'CreateEllipticRgn'
955,b'CreateEllipticRgnIndirect'
956,b'CreateEnhMetaFileA'
957,b'CreateEnhMetaFileW'
958,b'CreateEnvironmentBlock'
959,b'CreateErrorInfo'
960,b'CreateEventA'
961,b'CreateEventW'
962,b'CreateFiber'
963,b'CreateFiberEx'
964,b'CreateFileA'
965,b'CreateFileMappingA'
966,b'CreateFileMappingW'
967,b'CreateFileW'
968,b'CreateFontA'
969,b'CreateFontIndirectA'
970,b'CreateFontIndirectExA'
971,b'CreateFontIndirectExW'
972,b'CreateFontIndirectW'
973,b'CreateFontW'
974,b'CreateHalftonePalette'
975,b'CreateHardLinkW'
976,b'CreateHatchBrush'
977,b'CreateICA'
978,b'CreateICW'
979,b'CreateILockBytesOnHGlobal'
980,b'CreateIcon'
981,b'CreateIconFromResource'
982,b'CreateIconFromResourceEx'
983,b'CreateIconIndirect'
984,b'CreateIoCompletionPort'
985,b'CreateItemMoniker'
986,b'CreateJobObjectA'
987,b'CreateJobObjectW'
988,b'CreateMDIWindowA'
989,b'CreateMDIWindowW'
990,b'CreateMailslotA'
991,b'CreateMailslotW'
992,b'CreateMemoryResourceNotification'
993,b'CreateMenu'
994,b'CreateMetaFileA'
995,b'CreateMetaFileW'
996,b'CreateMultiProfileTransform'
997,b'CreateMutexA'
998,b'CreateMutexW'
999,b'CreateNamedPipeA'
1000,b'CreateNamedPipeW'
1001,b'CreatePalette'
1002,b'CreatePatternBrush'
1003,b'CreatePen'
1004,b'CreatePenIndirect'
1005,b'CreatePipe'
1006,b'CreatePolyPolygonRgn'
1007,b'CreatePolygonRgn'
1008,b'CreatePopupMenu'
1009,b'CreatePrivateObjectSecurityEx'
1010,b'CreateProcessA'
1011,b'CreateProcessAsUserA'
1012,b'CreateProcessAsUserW'
1013,b'CreateProcessW'
1014,b'CreateProcessWithLogonW'
1015,b'CreatePropertySheetPageA'
1016,b'CreatePropertySheetPageW'
1017,b'CreateRectRgn'
1018,b'CreateRectRgnIndirect'
1019,b'CreateRemoteThread'
1020,b'CreateRoundRectRgn'
1021,b'CreateScalableFontResourceW'
1022,b'CreateSemaphoreA'
1023,b'CreateSemaphoreW'
1024,b'CreateServiceA'
1025,b'CreateServiceW'
1026,b'CreateSolidBrush'
1027,b'CreateStatusWindow'
1028,b'CreateStatusWindowA'
1029,b'CreateStatusWindowW'
1030,b'CreateStdAccessibleObject'
1031,b'CreateStdDispatch'
1032,b'CreateStreamOnHGlobal'
1033,b'CreateTapePartition'
1034,b'CreateThread'
1035,b'CreateTimerQueue'
1036,b'CreateTimerQueueTimer'
1037,b'CreateToolbarEx'
1038,b'CreateToolhelp32Snapshot'
1039,b'CreateWaitableTimerA'
1040,b'CreateWaitableTimerW'
1041,b'CreateWellKnownSid'
1042,b'CreateWindowExA'
1043,b'CreateWindowExW'
1044,b'CreateWindowStationA'
1045,b'CreateWindowStationW'
1046,b'CreateXmlReader'
1047,b'CredFree'
1048,b'CryptAcquireContextA'
1049,b'CryptAcquireContextW'
1050,b'CryptBinaryToStringA'
1051,b'CryptBinaryToStringW'
1052,b'CryptCATAdminAcquireContext'
1053,b'CryptCATAdminCalcHashFromFileHandle'
1054,b'CryptCATAdminEnumCatalogFromHash'
1055,b'CryptCATAdminReleaseCatalogContext'
1056,b'CryptCATAdminReleaseContext'
1057,b'CryptCATCatalogInfoFromContext'
1058,b'CryptCreateHash'
1059,b'CryptDecodeObject'
1060,b'CryptDecodeObjectEx'
1061,b'CryptDestroyHash'
1062,b'CryptDestroyKey'
1063,b'CryptEncodeObject'
1064,b'CryptEncodeObjectEx'
1065,b'CryptEncrypt'
1066,b'CryptEncryptMessage'
1067,b'CryptExportKey'
1068,b'CryptGenKey'
1069,b'CryptGenRandom'
1070,b'CryptGetHashParam'
1071,b'CryptGetKeyParam'
1072,b'CryptGetProvParam'
1073,b'CryptGetUserKey'
1074,b'CryptHashCertificate'
1075,b'CryptHashData'
1076,b'CryptHashPublicKeyInfo'
1077,b'CryptImportKey'
1078,b'CryptImportPublicKeyInfo'
1079,b'CryptMsgClose'
1080,b'CryptMsgControl'
1081,b'CryptMsgGetParam'
1082,b'CryptMsgUpdate'
1083,b'CryptProtectData'
1084,b'CryptQueryObject'
1085,b'CryptReleaseContext'
1086,b'CryptSetKeyParam'
1087,b'CryptSetProvParam'
1088,b'CryptSignAndEncodeCertificate'
1089,b'CryptSignHashW'
1090,b'CryptSignMessage'
1091,b'CryptStringToBinaryA'
1092,b'CryptStringToBinaryW'
1093,b'CryptUIDlgViewCertificateW'
1094,b'CryptUnprotectData'
1095,b'CryptVerifySignatureA'
1096,b'CryptVerifySignatureW'
1097,b'D3D11CreateDevice'
1098,b'D3D11CreateDeviceAndSwapChain'
1099,b'DMOUnregister'
1100,b'DPtoLP'
1101,b'DdeAbandonTransaction'
1102,b'DdeAccessData'
1103,b'DdeAddData'
1104,b'DdeClientTransaction'
1105,b'DdeCmpStringHandles'
1106,b'DdeConnect'
1107,b'DdeCreateDataHandle'
1108,b'DdeCreateStringHandleA'
1109,b'DdeDisconnect'
1110,b'DdeDisconnectList'
1111,b'DdeFreeDataHandle'
1112,b'DdeFreeStringHandle'
1113,b'DdeGetLastError'
1114,b'DdeImpersonateClient'
1115,b'DdeInitializeA'
1116,b'DdeKeepStringHandle'
1117,b'DdeNameService'
1118,b'DdePostAdvise'
1119,b'DdeQueryConvInfo'
1120,b'DdeQueryStringA'
1121,b'DdeSetQualityOfService'
1122,b'DdeSetUserHandle'
1123,b'DdeUnaccessData'
1124,b'DdeUninitialize'
1125,b'DeactivateActCtx'
1126,b'DebugBreak'
1127,b'DebugBreakProcess'
1128,b'DecodePointer'
1129,b'DecryptFileW'
1130,b'DecryptMessage'
1131,b'DefDlgProcA'
1132,b'DefDlgProcW'
1133,b'DefDriverProc'
1134,b'DefFrameProcA'
1135,b'DefFrameProcW'
1136,b'DefMDIChildProcA'
1137,b'DefMDIChildProcW'
1138,b'DefRawInputProc'
1139,b'DefWindowProcA'
1140,b'DefWindowProcW'
1141,b'DeferWindowPos'
1142,b'DefineDosDeviceA'
1143,b'DefineDosDeviceW'
1144,b'DelayLoadFailureHook'
1145,b'DeleteAce'
1146,b'DeleteAtom'
1147,b'DeleteColorSpace'
1148,b'DeleteColorTransform'
1149,b'DeleteCriticalSection'
1150,b'DeleteDC'
1151,b'DeleteEnhMetaFile'
1152,b'DeleteFileA'
1153,b'DeleteFileW'
1154,b'DeleteMenu'
1155,b'DeleteMetaFile'
1156,b'DeleteMonitorA'
1157,b'DeleteObject'
1158,b'DeletePrinter'
1159,b'DeleteSecurityContext'
1160,b'DeleteService'
1161,b'DeleteTimerQueueTimer'
1162,b'DeleteUrlCacheEntry'
1163,b'DeleteUrlCacheEntryW'
1164,b'DeregisterEventSource'
1165,b'DeregisterShellHookWindow'
1166,b'DescribePixelFormat'
1167,b'DestroyAcceleratorTable'
1168,b'DestroyCaret'
1169,b'DestroyCursor'
1170,b'DestroyEnvironmentBlock'
1171,b'DestroyIcon'
1172,b'DestroyMenu'
1173,b'DestroyPrivateObjectSecurity'
1174,b'DestroyPropertySheetPage'
1175,b'DestroyWindow'
1176,b'Detect'
1177,b'DeviceCapabilitiesA'
1178,b'DeviceIoControl'
1179,b'DialogBoxIndirectParamA'
1180,b'DialogBoxIndirectParamW'
1181,b'DialogBoxParamA'
1182,b'DialogBoxParamW'
1183,b'Direct3DCreate9Ex'
1184,b'DisableProcessWindowsGhosting'
1185,b'DisableThreadLibraryCalls'
1186,b'DisconnectNamedPipe'
1187,b'DispCallFunc'
1188,b'DispGetIDsOfNames'
1189,b'DispInvoke'
1190,b'DispatchMessageA'
1191,b'DispatchMessageW'
1192,b'DlgDirListW'
1193,b'DlgDirSelectExA'
1194,b'DllCanUnloadNow'
1195,b'DllEntry'
1196,b'DllEntry2'
1197,b'DllFunctionCall'
1198,b'DllGetClassObject'
1199,b'DllInstall'
1200,b'DllMain'
1201,b'DllRegisterServer'
1202,b'DllUnregisterServer'
1203,b'DnsFree'
1204,b'DnsHostnameToComputerNameA'
1205,b'DnsQuery_A'
1206,b'DoDragDrop'
1207,b'DocumentPropertiesA'
1208,b'DocumentPropertiesW'
1209,b'DosDateTimeToFileTime'
1210,b'DragAcceptFiles'
1211,b'DragFinish'
1212,b'DragQueryFileA'
1213,b'DragQueryFileW'
1214,b'DragQueryPoint'
1215,b'DrawAnimatedRects'
1216,b'DrawCaption'
1217,b'DrawEdge'
1218,b'DrawFocusRect'
1219,b'DrawFrame'
1220,b'DrawFrameControl'
1221,b'DrawIcon'
1222,b'DrawIconEx'
1223,b'DrawMenuBar'
1224,b'DrawShadowText'
1225,b'DrawStateA'
1226,b'DrawStateW'
1227,b'DrawStatusText'
1228,b'DrawStatusTextW'
1229,b'DrawTextA'
1230,b'DrawTextExA'
1231,b'DrawTextExW'
1232,b'DrawTextW'
1233,b'DrawThemeBackground'
1234,b'DrawThemeIcon'
1235,b'DrawThemeParentBackground'
1236,b'DrawThemeText'
1237,b'DrvGetModuleHandle'
1238,b'DsGetDcNameA'
1239,b'DsGetDcNameW'
1240,b'DsRoleFreeMemory'
1241,b'DsRoleGetPrimaryDomainInformation'
1242,b'DuplicateHandle'
1243,b'DuplicateToken'
1244,b'DuplicateTokenEx'
1245,b'EVENT_SINK_AddRef'
1246,b'EVENT_SINK_GetIDsOfNames'
1247,b'EVENT_SINK_Invoke'
1248,b'EVENT_SINK_QueryInterface'
1249,b'EVENT_SINK_Release'
1250,b'Ellipse'
1251,b'EmptyClipboard'
1252,b'EnableMenuItem'
1253,b'EnableScrollBar'
1254,b'EnableWindow'
1255,b'EncodePointer'
1256,b'EncryptFileW'
1257,b'EncryptMessage'
1258,b'EndDeferWindowPos'
1259,b'EndDialog'
1260,b'EndDoc'
1261,b'EndDocPrinter'
1262,b'EndMenu'
1263,b'EndPage'
1264,b'EndPagePrinter'
1265,b'EndPaint'
1266,b'EndPath'
1267,b'EndUpdateResourceA'
1268,b'EndUpdateResourceW'
1269,b'EngDeleteClip'
1270,b'EngEraseSurface'
1271,b'EngGetDriverName'
1272,b'EngLineTo'
1273,b'EngStretchBlt'
1274,b'EnterCriticalPolicySection'
1275,b'EnterCriticalSection'
1276,b'EnumCalendarInfoA'
1277,b'EnumCalendarInfoW'
1278,b'EnumChildWindows'
1279,b'EnumClipboardFormats'
1280,b'EnumDateFormatsA'
1281,b'EnumDateFormatsExW'
1282,b'EnumDependentServicesW'
1283,b'EnumDesktopsA'
1284,b'EnumDeviceDrivers'
1285,b'EnumDisplayDevicesA'
1286,b'EnumDisplayDevicesW'
1287,b'EnumDisplayMonitors'
1288,b'EnumDisplaySettingsA'
1289,b'EnumDisplaySettingsW'
1290,b'EnumFontFamiliesA'
1291,b'EnumFontFamiliesExA'
1292,b'EnumFontFamiliesExW'
1293,b'EnumFontFamiliesW'
1294,b'EnumFontsA'
1295,b'EnumFontsW'
1296,b'EnumFormsW'
1297,b'EnumICMProfilesA'
1298,b'EnumJobsW'
1299,b'EnumLanguageGroupLocalesW'
1300,b'EnumMetaFile'
1301,b'EnumMonitorsA'
1302,b'EnumObjects'
1303,b'EnumPrinterDriversA'
1304,b'EnumPrinterDriversW'
1305,b'EnumPrintersA'
1306,b'EnumPrintersW'
1307,b'EnumProcessModules'
1308,b'EnumProcesses'
1309,b'EnumPropsA'
1310,b'EnumPropsExA'
1311,b'EnumPropsW'
1312,b'EnumResourceLanguagesA'
1313,b'EnumResourceLanguagesW'
1314,b'EnumResourceNamesA'
1315,b'EnumResourceNamesW'
1316,b'EnumResourceTypesA'
1317,b'EnumResourceTypesW'
1318,b'EnumServicesStatusA'
1319,b'EnumServicesStatusExW'
1320,b'EnumSystemCodePagesA'
1321,b'EnumSystemCodePagesW'
1322,b'EnumSystemGeoID'
1323,b'EnumSystemLanguageGroupsA'
1324,b'EnumSystemLocalesA'
1325,b'EnumSystemLocalesEx'
1326,b'EnumSystemLocalesW'
1327,b'EnumThreadWindows'
1328,b'EnumTimeFormatsA'
1329,b'EnumTimeFormatsW'
1330,b'EnumUILanguagesA'
1331,b'EnumUILanguagesW'
1332,b'EnumWindowStationsA'
1333,b'EnumWindowStationsW'
1334,b'EnumWindows'
1335,b'EqualRect'
1336,b'EqualRgn'
1337,b'EqualSid'
1338,b'EraseTape'
1339,b'Escape'
1340,b'EscapeCommFunction'
1341,b'ExAcquireSharedStarveExclusive'
1342,b'ExAllocatePoolWithQuotaTag'
1343,b'ExAllocatePoolWithTag'
1344,b'ExDeleteNPagedLookasideList'
1345,b'ExDeleteResourceLite'
1346,b'ExFreePoolWithTag'
1347,b'ExInitializeNPagedLookasideList'
1348,b'ExInitializePagedLookasideList'
1349,b'ExInitializeRundownProtection'
1350,b'ExSetTimerResolution'
1351,b'ExUuidCreate'
1352,b'ExWaitForRundownProtectionRelease'
1353,b'ExcludeClipRect'
1354,b'ExcludeUpdateRgn'
1355,b'ExitProcess'
1356,b'ExitThread'
1357,b'ExitWindowsEx'
1358,b'ExpandEnvironmentStringsA'
1359,b'ExpandEnvironmentStringsForUserW'
1360,b'ExpandEnvironmentStringsW'
1361,b'ExtCreatePen'
1362,b'ExtCreateRegion'
1363,b'ExtEscape'
1364,b'ExtFloodFill'
1365,b'ExtSelectClipRgn'
1366,b'ExtTextOutA'
1367,b'ExtTextOutW'
1368,b'ExtractAssociatedIconA'
1369,b'ExtractAssociatedIconW'
1370,b'ExtractIconA'
1371,b'ExtractIconExA'
1372,b'ExtractIconExW'
1373,b'ExtractIconW'
1374,b'FDICopy'
1375,b'FDICreate'
1376,b'FDIDestroy'
1377,b'FatalAppExitA'
1378,b'FatalExit'
1379,b'FileTimeToDosDateTime'
1380,b'FileTimeToLocalFileTime'
1381,b'FileTimeToSystemTime'
1382,b'FillConsoleOutputAttribute'
1383,b'FillConsoleOutputCharacterA'
1384,b'FillConsoleOutputCharacterW'
1385,b'FillPath'
1386,b'FillRect'
1387,b'FillRgn'
1388,b'FindActCtxSectionGuid'
1389,b'FindActCtxSectionStringA'
1390,b'FindActCtxSectionStringW'
1391,b'FindAtomA'
1392,b'FindAtomW'
1393,b'FindClose'
1394,b'FindCloseChangeNotification'
1395,b'FindClosePrinterChangeNotification'
1396,b'FindCloseUrlCache'
1397,b'FindDebugInfoFile'
1398,b'FindExecutableA'
1399,b'FindExecutableW'
1400,b'FindFirstChangeNotificationA'
1401,b'FindFirstChangeNotificationW'
1402,b'FindFirstFileA'
1403,b'FindFirstFileExA'
1404,b'FindFirstFileExW'
1405,b'FindFirstFileW'
1406,b'FindFirstUrlCacheEntryA'
1407,b'FindFirstUrlCacheEntryW'
1408,b'FindFirstVolumeA'
1409,b'FindFirstVolumeMountPointA'
1410,b'FindFirstVolumeMountPointW'
1411,b'FindFirstVolumeW'
1412,b'FindNextChangeNotification'
1413,b'FindNextFileA'
1414,b'FindNextFileW'
1415,b'FindNextUrlCacheEntryA'
1416,b'FindNextUrlCacheEntryW'
1417,b'FindNextVolumeMountPointW'
1418,b'FindNextVolumeW'
1419,b'FindResourceA'
1420,b'FindResourceExA'
1421,b'FindResourceExW'
1422,b'FindResourceW'
1423,b'FindStringOrdinal'
1424,b'FindTextA'
1425,b'FindTextW'
1426,b'FindVolumeClose'
1427,b'FindVolumeMountPointClose'
1428,b'FindWindowA'
1429,b'FindWindowExA'
1430,b'FindWindowExW'
1431,b'FindWindowW'
1432,b'FixBrushOrgEx'
1433,b'FlashWindow'
1434,b'FlashWindowEx'
1435,b'FlatSB_EnableScrollBar'
1436,b'FlatSB_GetScrollInfo'
1437,b'FlatSB_GetScrollPos'
1438,b'FlatSB_GetScrollProp'
1439,b'FlatSB_GetScrollRange'
1440,b'FlatSB_SetScrollInfo'
1441,b'FlatSB_SetScrollPos'
1442,b'FlatSB_SetScrollProp'
1443,b'FlsAlloc'
1444,b'FlsFree'
1445,b'FlsGetValue'
1446,b'FlsSetValue'
1447,b'FlushFileBuffers'
1448,b'FlushInstructionCache'
1449,b'FlushViewOfFile'
1450,b'FoldStringA'
1451,b'FoldStringW'
1452,b'FormatMessageA'
1453,b'FormatMessageW'
1454,b'FrameRect'
1455,b'FrameRgn'
1456,b'FreeAddrInfoW'
1457,b'FreeConsole'
1458,b'FreeContextBuffer'
1459,b'FreeCredentialsHandle'
1460,b'FreeDDElParam'
1461,b'FreeEnvironmentStringsA'
1462,b'FreeEnvironmentStringsW'
1463,b'FreeLibrary'
1464,b'FreeLibraryAndExitThread'
1465,b'FreePropVariantArray'
1466,b'FreeResource'
1467,b'FreeSid'
1468,b'FtpCommandA'
1469,b'FtpCreateDirectoryA'
1470,b'FtpDeleteFileA'
1471,b'FtpFindFirstFileA'
1472,b'FtpGetCurrentDirectoryA'
1473,b'FtpGetFileA'
1474,b'FtpGetFileSize'
1475,b'FtpOpenFileA'
1476,b'FtpOpenFileW'
1477,b'FtpPutFileA'
1478,b'FtpPutFileW'
1479,b'FtpRemoveDirectoryA'
1480,b'FtpRenameFileW'
1481,b'FtpSetCurrentDirectoryA'
1482,b'FtpSetCurrentDirectoryW'
1483,b'FwpmBfeStateUnsubscribeChanges0'
1484,b'FwpmEngineClose0'
1485,b'FwpmEngineOpen0'
1486,b'FwpsAcquireClassifyHandle0'
1487,b'FwpsAcquireWritableLayerDataPointer0'
1488,b'FwpsApplyModifiedLayerData0'
1489,b'FwpsCalloutUnregisterByKey0'
1490,b'FwpsConstructIpHeaderForTransportPacket0'
1491,b'FwpsFlowAssociateContext0'
1492,b'FwpsFreeCloneNetBufferList0'
1493,b'FwpsFreeNetBufferList0'
1494,b'FwpsInjectNetworkReceiveAsync0'
1495,b'FwpsInjectionHandleCreate0'
1496,b'FwpsInjectionHandleDestroy0'
1497,b'FwpsQueryPacketInjectionState0'
1498,b'FwpsReleaseClassifyHandle0'
1499,b'GdiDeleteSpoolFileHandle'
1500,b'GdiDescribePixelFormat'
1501,b'GdiEntry6'
1502,b'GdiFixUpHandle'
1503,b'GdiFlush'
1504,b'GdiGetBatchLimit'
1505,b'GdiGetCharDimensions'
1506,b'GdiPlayDCScript'
1507,b'GdiProcessSetup'
1508,b'GdiReleaseLocalDC'
1509,b'GdiSetBatchLimit'
1510,b'GdiStartDocEMF'
1511,b'GdiTransparentBlt'
1512,b'GdiValidateHandle'
1513,b'GdipAlloc'
1514,b'GdipBitmapLockBits'
1515,b'GdipBitmapUnlockBits'
1516,b'GdipCloneBrush'
1517,b'GdipCloneImage'
1518,b'GdipCloneStringFormat'
1519,b'GdipCreateBitmapFromFile'
1520,b'GdipCreateBitmapFromHBITMAP'
1521,b'GdipCreateBitmapFromResource'
1522,b'GdipCreateBitmapFromScan0'
1523,b'GdipCreateBitmapFromStream'
1524,b'GdipCreateBitmapFromStreamICM'
1525,b'GdipCreateFont'
1526,b'GdipCreateFontFamilyFromName'
1527,b'GdipCreateFontFromDC'
1528,b'GdipCreateFontFromLogfontA'
1529,b'GdipCreateFromHDC'
1530,b'GdipCreateHBITMAPFromBitmap'
1531,b'GdipCreatePen1'
1532,b'GdipCreateSolidFill'
1533,b'GdipCreateStringFormat'
1534,b'GdipDeleteBrush'
1535,b'GdipDeleteFont'
1536,b'GdipDeleteFontFamily'
1537,b'GdipDeleteGraphics'
1538,b'GdipDeleteMatrix'
1539,b'GdipDeletePath'
1540,b'GdipDeletePen'
1541,b'GdipDeleteStringFormat'
1542,b'GdipDisposeImage'
1543,b'GdipDrawArcI'
1544,b'GdipDrawImageI'
1545,b'GdipDrawImagePointRectI'
1546,b'GdipDrawImageRectI'
1547,b'GdipDrawImageRectRectI'
1548,b'GdipDrawLineI'
1549,b'GdipDrawRectangle'
1550,b'GdipDrawRectangleI'
1551,b'GdipDrawString'
1552,b'GdipFillRectangleI'
1553,b'GdipFree'
1554,b'GdipGetDpiX'
1555,b'GdipGetDpiY'
1556,b'GdipGetGenericFontFamilySansSerif'
1557,b'GdipGetImageEncoders'
1558,b'GdipGetImageEncodersSize'
1559,b'GdipGetImageGraphicsContext'
1560,b'GdipGetImageHeight'
1561,b'GdipGetImagePalette'
1562,b'GdipGetImagePaletteSize'
1563,b'GdipGetImagePixelFormat'
1564,b'GdipGetImageRawFormat'
1565,b'GdipGetImageWidth'
1566,b'GdipGetPropertyItem'
1567,b'GdipGetPropertyItemSize'
1568,b'GdipGetSmoothingMode'
1569,b'GdipGetStringFormatFlags'
1570,b'GdipImageGetFrameCount'
1571,b'GdipImageGetFrameDimensionsCount'
1572,b'GdipImageGetFrameDimensionsList'
1573,b'GdipImageSelectActiveFrame'
1574,b'GdipLoadImageFromFile'
1575,b'GdipLoadImageFromFileICM'
1576,b'GdipLoadImageFromStream'
1577,b'GdipLoadImageFromStreamICM'
1578,b'GdipMeasureString'
1579,b'GdipSaveImageToFile'
1580,b'GdipSaveImageToStream'
1581,b'GdipSetCompositingMode'
1582,b'GdipSetCompositingQuality'
1583,b'GdipSetInterpolationMode'
1584,b'GdipSetPenMode'
1585,b'GdipSetSmoothingMode'
1586,b'GdipSetSolidFillColor'
1587,b'GdipSetStringFormatAlign'
1588,b'GdipSetStringFormatFlags'
1589,b'GdipSetStringFormatLineAlign'
1590,b'GdipSetStringFormatTrimming'
1591,b'GdipSetTextRenderingHint'
1592,b'GdipSetWorldTransform'
1593,b'GdipStringFormatGetGenericTypographic'
1594,b'GdiplusShutdown'
1595,b'GdiplusStartup'
1596,b'GetACP'
1597,b'GetAcceptExSockaddrs'
1598,b'GetAce'
1599,b'GetAclInformation'
1600,b'GetActiveObject'
1601,b'GetActiveWindow'
1602,b'GetAdaptersAddresses'
1603,b'GetAdaptersInfo'
1604,b'GetAltTabInfoA'
1605,b'GetAltTabInfoW'
1606,b'GetAncestor'
1607,b'GetApplicationRecoveryCallback'
1608,b'GetArcDirection'
1609,b'GetAsyncKeyState'
1610,b'GetAtomNameA'
1611,b'GetAtomNameW'
1612,b'GetBestInterface'
1613,b'GetBinaryTypeA'
1614,b'GetBinaryTypeW'
1615,b'GetBitmapBits'
1616,b'GetBitmapDimensionEx'
1617,b'GetBkColor'
1618,b'GetBkMode'
1619,b'GetBoundsRect'
1620,b'GetBrushOrgEx'
1621,b'GetCPInfo'
1622,b'GetCPInfoExA'
1623,b'GetCPInfoExW'
1624,b'GetCalendarInfoA'
1625,b'GetCalendarInfoEx'
1626,b'GetCapture'
1627,b'GetCaretBlinkTime'
1628,b'GetCaretPos'
1629,b'GetCharABCWidthsA'
1630,b'GetCharABCWidthsI'
1631,b'GetCharABCWidthsW'
1632,b'GetCharWidth32W'
1633,b'GetCharWidthA'
1634,b'GetCharWidthFloatA'
1635,b'GetCharWidthW'
1636,b'GetCharacterPlacementA'
1637,b'GetCharacterPlacementW'
1638,b'GetClassInfoA'
1639,b'GetClassInfoExA'
1640,b'GetClassInfoExW'
1641,b'GetClassInfoW'
1642,b'GetClassLongA'
1643,b'GetClassLongPtrW'
1644,b'GetClassLongW'
1645,b'GetClassNameA'
1646,b'GetClassNameW'
1647,b'GetClassWord'
1648,b'GetClientRect'
1649,b'GetClipBox'
1650,b'GetClipCursor'
1651,b'GetClipRgn'
1652,b'GetClipboardData'
1653,b'GetClipboardFormatNameA'
1654,b'GetClipboardOwner'
1655,b'GetClipboardSequenceNumber'
1656,b'GetClipboardViewer'
1657,b'GetColorSpace'
1658,b'GetComboBoxInfo'
1659,b'GetCommConfig'
1660,b'GetCommMask'
1661,b'GetCommModemStatus'
1662,b'GetCommProperties'
1663,b'GetCommState'
1664,b'GetCommTimeouts'
1665,b'GetCommandLineA'
1666,b'GetCommandLineW'
1667,b'GetCompressedFileSizeA'
1668,b'GetCompressedFileSizeW'
1669,b'GetComputerNameA'
1670,b'GetComputerNameExA'
1671,b'GetComputerNameExW'
1672,b'GetComputerNameW'
1673,b'GetConsoleAliasExesA'
1674,b'GetConsoleAliasExesLengthA'
1675,b'GetConsoleAliasExesLengthW'
1676,b'GetConsoleAliasExesW'
1677,b'GetConsoleCP'
1678,b'GetConsoleCommandHistoryA'
1679,b'GetConsoleCursorInfo'
1680,b'GetConsoleCursorMode'
1681,b'GetConsoleDisplayMode'
1682,b'GetConsoleFontSize'
1683,b'GetConsoleHistoryInfo'
1684,b'GetConsoleInputExeNameA'
1685,b'GetConsoleMode'
1686,b'GetConsoleOutputCP'
1687,b'GetConsoleProcessList'
1688,b'GetConsoleScreenBufferInfo'
1689,b'GetConsoleTitleA'
1690,b'GetConsoleWindow'
1691,b'GetCurrencyFormatA'
1692,b'GetCurrencyFormatW'
1693,b'GetCurrentDirectoryA'
1694,b'GetCurrentDirectoryW'
1695,b'GetCurrentHwProfileA'
1696,b'GetCurrentObject'
1697,b'GetCurrentPositionEx'
1698,b'GetCurrentProcess'
1699,b'GetCurrentProcessExplicitAppUserModelID'
1700,b'GetCurrentProcessId'
1701,b'GetCurrentThemeName'
1702,b'GetCurrentThread'
1703,b'GetCurrentThreadId'
1704,b'GetCursor'
1705,b'GetCursorInfo'
1706,b'GetCursorPos'
1707,b'GetDC'
1708,b'GetDCBrushColor'
1709,b'GetDCEx'
1710,b'GetDCOrgEx'
1711,b'GetDCPenColor'
1712,b'GetDIBColorTable'
1713,b'GetDIBits'
1714,b'GetDateFormatA'
1715,b'GetDateFormatW'
1716,b'GetDefaultCommConfigA'
1717,b'GetDefaultCommConfigW'
1718,b'GetDefaultPrinterW'
1719,b'GetDesktopWindow'
1720,b'GetDeviceCaps'
1721,b'GetDeviceDriverBaseNameW'
1722,b'GetDeviceDriverFileNameW'
1723,b'GetDeviceGammaRamp'
1724,b'GetDialogBaseUnits'
1725,b'GetDiskFreeSpaceA'
1726,b'GetDiskFreeSpaceExA'
1727,b'GetDiskFreeSpaceExW'
1728,b'GetDiskFreeSpaceW'
1729,b'GetDlgCtrlID'
1730,b'GetDlgItem'
1731,b'GetDlgItemInt'
1732,b'GetDlgItemTextA'
1733,b'GetDlgItemTextW'
1734,b'GetDllDirectoryW'
1735,b'GetDoubleClickTime'
1736,b'GetDriveTypeA'
1737,b'GetDriveTypeW'
1738,b'GetDriverModuleHandle'
1739,b'GetEnhMetaFileA'
1740,b'GetEnhMetaFileBits'
1741,b'GetEnhMetaFileDescriptionA'
1742,b'GetEnhMetaFileDescriptionW'
1743,b'GetEnhMetaFileHeader'
1744,b'GetEnhMetaFilePaletteEntries'
1745,b'GetEnvironmentStrings'
1746,b'GetEnvironmentStringsA'
1747,b'GetEnvironmentStringsW'
1748,b'GetEnvironmentVariableA'
1749,b'GetEnvironmentVariableW'
1750,b'GetErrorInfo'
1751,b'GetExitCodeProcess'
1752,b'GetExitCodeThread'
1753,b'GetExpandedNameA'
1754,b'GetExtendedTcpTable'
1755,b'GetFileAttributesA'
1756,b'GetFileAttributesExA'
1757,b'GetFileAttributesExW'
1758,b'GetFileAttributesW'
1759,b'GetFileBandwidthReservation'
1760,b'GetFileInformationByHandle'
1761,b'GetFileSecurityA'
1762,b'GetFileSecurityW'
1763,b'GetFileSize'
1764,b'GetFileSizeEx'
1765,b'GetFileTime'
1766,b'GetFileTitleA'
